Game #, LMS's win percentage
1881,60.191982
1882,60.191982
1883,60.214447
1884,60.180485
1885,60.202934
1886,60.16901
1887,60.19144
1888,60.157566
1889,60.123737
1890,60.14615
1891,60.11236
1892,60.07861
1893,60.10101
1894,60.12339
1895,60.089684
1896,60.112045
1897,60.13438
1898,60.156685
1899,60.123043
1900,60.145332
1901,60.111732
1902,60.078167
1903,60.04464
1904,60.011154
1905,59.977703
1906,59.94429
1907,59.966595
1908,59.93322
1909,59.89989
1910,59.866596
1911,59.833336
1912,59.833336
1913,59.855633
1914,59.877914
1915,59.900166
1916,59.922398
1917,59.8892
1918,59.911407
1919,59.878254
1920,59.84513
1921,59.81205
1922,59.834255
1923,59.856434
1924,59.8234
1925,59.845562
1926,59.81257
1927,59.834713
1928,59.856827
1929,59.87892
1930,59.900986
1931,59.86806
1932,59.89011
1933,59.912132
1934,59.93414
1935,59.956116
1936,59.97807
1937,60.000004
1938,60.021908
1939,60.021908
1940,60.04379
1941,60.065643
1942,60.08748
1943,60.05464
1944,60.07646
1945,60.04367
1946,60.01091
1947,59.978188
1948,60.000004
1949,60.02179
1950,59.989113
1951,60.01088
1952,59.97825
1953,59.945656
1954,59.96741
1955,59.989143
1956,59.956593
1957,59.92408
1958,59.945797
1959,59.913326
1960,59.88089
1961,59.848488
1962,59.8702
1963,59.89189
1964,59.91356
1965,59.88121
1966,59.90286
1967,59.924488
1968,59.94609
1969,59.967674
1970,59.98923
1971,60.010765
1972,60.03228
1973,60.000004
1974,60.021496
1975,60.042965
1976,60.06441
1977,60.03219
1978,60.03219
1979,60.053616
1980,60.075027
1981,60.096413
1982,60.06424
1983,60.085606
1984,60.053474
1985,60.021378
1986,59.989315
1987,59.95729
1988,59.978657
1989,59.946667
1990,59.968018
1991,59.93607
1992,59.9574
1993,59.92549
1994,59.94681
1995,59.9681
1996,59.989376
1997,59.957516
1998,59.925686
1999,59.94695
2000,59.91517
2001,59.883415
2002,59.90466
2003,59.872948
2004,59.89418
2005,59.862507
2006,59.830868
2007,59.79926
2008,59.76769
2009,59.73615
2010,59.704643
2011,59.673164
2012,59.694416
2013,59.66298
2014,59.68421
2015,59.68421
2016,59.705418
2017,59.674026
2018,59.69522
2019,59.69522
2020,59.663868
2021,59.632545
2022,59.653725
2023,59.622444
2024,59.64361
2025,59.664745
2026,59.685863
2027,59.65463
2028,59.623432
2029,59.592266
2030,59.613377
2031,59.582245
2032,59.55115
2033,59.57225
2034,59.593327
2035,59.614384
2036,59.583336
2037,59.55232
2038,59.573357
2039,59.59438
2040,59.615387
2041,59.584415
2042,59.584415
2043,59.6054
2044,59.626366
2045,59.647305
2046,59.66822
2047,59.689117
2048,59.658207
2049,59.62733
2050,59.648216
2051,59.61737
2052,59.58656
2053,59.555786
2054,59.525036
2055,59.54592
2056,59.515213
2057,59.484535
2058,59.45389
2059,59.423275
2060,59.392693
2061,59.41358
2062,59.383034
2063,59.403908
2064,59.42476
2065,59.394253
2066,59.363777
2067,59.384613
2068,59.405434
2069,59.375
2070,59.344597
2071,59.365402
2072,59.33504
2073,59.304703
2074,59.325497
2075,59.34627
2076,59.31598
2077,59.285713
2078,59.25548
2079,59.22528
2080,59.195107
2081,59.215885
2082,59.23664
2083,59.257378
2084,59.278088
2085,59.247963
2086,59.217876
2087,59.187817
2088,59.157787
2089,59.1785
2090,59.19919
2091,59.21986
2092,59.24051
2093,59.26113
2094,59.281742
2095,59.302322
2096,59.322887
2097,59.29293
2098,59.262997
2099,59.2331
2100,59.25366
2101,59.27419
2102,59.294712
2103,59.315205
2104,59.335686
2105,59.305836
2106,59.27602
2107,59.24623
2108,59.216476
2109,59.186745
2110,59.15705
2111,59.127384
2112,59.14787
2113,59.118237
2114,59.118237
2115,59.088634
2116,59.109108
2117,59.07954
2118,59.100002
2119,59.07046
2120,59.04096
2121,59.06141
2122,59.031933
2123,59.002495
2124,59.022934
2125,59.043346
2126,59.063744
2127,59.08412
2128,59.104477
2129,59.07509
2130,59.09543
2131,59.06607
2132,59.086395
2133,59.1067
2134,59.126984
2135,59.14725
2136,59.117935
2137,59.08866
2138,59.059406
2139,59.079666
2140,59.0999
2141,59.120117
2142,59.14032
2143,59.160496
2144,59.180653
2145,59.200787
2146,59.22091
2147,59.241
2148,59.261086
2149,59.231907
2150,59.25197
2151,59.27201
2152,59.242867
2153,59.2629
2154,59.282906
2155,59.302895
2156,59.322865
2157,59.34281
2158,59.31373
2159,59.284664
2160,59.3046
2161,59.32452
2162,59.34442
2163,59.3643
2164,59.335285
2165,59.355152
2166,59.375
2167,59.34602
2168,59.31707
2169,59.336906
2170,59.30799
2171,59.279102
2172,59.298927
2173,59.318733
2174,59.338524
2175,59.358288
2176,59.37804
2177,59.397762
2178,59.397762
2179,59.417473
2180,59.43717
2181,59.408344
2182,59.379543
2183,59.399223
2184,59.370457
2185,59.39013
2186,59.361393
2187,59.332687
2188,59.352345
2189,59.323673
2190,59.29503
2191,59.314674
2192,59.286057
2193,59.30569
2194,59.325302
2195,59.344894
2196,59.364468
2197,59.384026
2198,59.35546
2199,59.326923
2200,59.346466
2201,59.317963
2202,59.289486
2203,59.261036
2204,59.232616
2205,59.252155
2206,59.271683
2207,59.271683
2208,59.243298
2209,59.21494
2210,59.23445
2211,59.253944
2212,59.22562
2213,59.197323
2214,59.21681
2215,59.188545
2216,59.20802
2217,59.227467
2218,59.246902
2219,59.218674
2220,59.238094
2221,59.257496
2222,59.27688
2223,59.24869
2224,59.268063
2225,59.28741
2226,59.25926
2227,59.231133
2228,59.250473
2229,59.2698
2230,59.289097
2231,59.308388
2232,59.2803
2233,59.299576
2234,59.27152
2235,59.29078
2236,59.26276
2237,59.234768
2238,59.254013
2239,59.226048
2240,59.24528
2241,59.21735
2242,59.23657
2243,59.25577
2244,59.22787
2245,59.2
2246,59.172153
2247,59.191353
2248,59.210526
2249,59.229683
2250,59.201878
2251,59.174095
2252,59.19325
2253,59.212376
2254,59.23149
2255,59.250587
2256,59.26966
2257,59.288723
2258,59.307766
2259,59.326786
2260,59.345795
2261,59.318077
2262,59.290386
2263,59.26272
2264,59.28172
2265,59.25408
2266,59.273064
2267,59.292038
2268,59.264435
2269,59.283386
2270,59.255814
2271,59.274757
2272,59.247215
2273,59.266136
2274,59.238625
2275,59.25754
2276,59.276436
2277,59.276436
2278,59.29532
2279,59.26784
2280,59.28671
2281,59.305553
2282,59.32439
2283,59.296947
2284,59.269535
2285,59.24214
2286,59.26097
2287,59.279778
2288,59.29857
2289,59.317345
2290,59.289997
2291,59.262676
2292,59.281437
2293,59.300186
2294,59.318913
2295,59.337627
2296,59.35632
2297,59.35632
2298,59.375
2299,59.39366
2300,59.412308
2301,59.385036
2302,59.40367
2303,59.422283
2304,59.44088
2305,59.413654
2306,59.43223
2307,59.405033
2308,59.423607
2309,59.442158
2310,59.41499
2311,59.433533
2312,59.406395
2313,59.37928
2314,59.35219
2315,59.370728
2316,59.389244
2317,59.362186
2318,59.38069
2319,59.39918
2320,59.372158
2321,59.390633
2322,59.363632
2323,59.336662
2324,59.309723
2325,59.328186
2326,59.34664
2327,59.36508
2328,59.3835
2329,59.401905
2330,59.420288
2331,59.43866
2332,59.457016
2333,59.430122
2334,59.448463
2335,59.466785
2336,59.439926
2337,59.458237
2338,59.43141
2339,59.4046
2340,59.37782
2341,59.396126
2342,59.369366
2343,59.387665
2344,59.40594
2345,59.37922
2346,59.352516
2347,59.370785
2348,59.389038
2349,59.407276
2350,59.42549
2351,59.443695
2352,59.443695
2353,59.461887
2354,59.480053
2355,59.498207
2356,59.516346
2357,59.489704
2358,59.507828
2359,59.481216
2360,59.454624
2361,59.472744
2362,59.49084
2363,59.464287
2364,59.482372
2365,59.500443
2366,59.518505
2367,59.49198
2368,59.51002
2369,59.528053
2370,59.50156
2371,59.47509
2372,59.493107
2373,59.511112
2374,59.529095
2375,59.502666
2376,59.520638
2377,59.494232
2378,59.467854
2379,59.44149
2380,59.45946
2381,59.43313
2382,59.451084
2383,59.469025
2384,59.486954
2385,59.46065
2386,59.47857
2387,59.496468
2388,59.51435
2389,59.53221
2390,59.50596
2391,59.47972
2392,59.497578
2393,59.515415
2394,59.489216
2395,59.507042
2396,59.524857
2397,59.49868
2398,59.472527
2399,59.472527
2400,59.490334
2401,59.464203
2402,59.464203
2403,59.438103
2404,59.455902
2405,59.473682
2406,59.49145
2407,59.465378
2408,59.483135
2409,59.457092
2410,59.47484
2411,59.448822
2412,59.466553
2413,59.466553
2414,59.44056
2415,59.45828
2416,59.432316
2417,59.450024
2418,59.424084
2419,59.44178
2420,59.415863
2421,59.433548
2422,59.40766
2423,59.425335
2424,59.44299
2425,59.41714
2426,59.434784
2427,59.452415
2428,59.470028
2429,59.444202
2430,59.418404
2431,59.436012
2432,59.4536
2433,59.427826
2434,59.402077
2435,59.419662
2436,59.437225
2437,59.45478
2438,59.472317
2439,59.48984
2440,59.507347
2441,59.52484
2442,59.542316
2443,59.559776
2444,59.53408
2445,59.508408
2446,59.52586
2447,59.5433
2448,59.560722
2449,59.535088
2450,59.509468
2451,59.526886
2452,59.544285
2453,59.56167
2454,59.536083
2455,59.553455
2456,59.570812
2457,59.54526
2458,59.562607
2459,59.579937
2460,59.59726
2461,59.614563
2462,59.631847
2463,59.64912
2464,59.66638
2465,59.66638
2466,59.640873
2467,59.615387
2468,59.589916
2469,59.589916
2470,59.60717
2471,59.581734
2472,59.598976
2473,59.573563
2474,59.54817
2475,59.522797
2476,59.54003
2477,59.55726
2478,59.574467
2479,59.591663
2480,59.566326
2481,59.583508
2482,59.60068
2483,59.575375
2484,59.550083
2485,59.56725
2486,59.584393
2487,59.60153
2488,59.57627
2489,59.551037
2490,59.525826
2491,59.500633
2492,59.517765
2493,59.4926
2494,59.467453
2495,59.484577
2496,59.45946
2497,59.43436
2498,59.451477
2499,59.426403
2500,59.44351
2501,59.418457
2502,59.43555
2503,59.45263
2504,59.42761
2505,59.44468
2506,59.46173
2507,59.436737
2508,59.411766
2509,59.42881
2510,59.445847
2511,59.462864
2512,59.43792
2513,59.454926
2514,59.471916
2515,59.447002
2516,59.463985
2517,59.480953
2518,59.49791
2519,59.473026
2520,59.44816
2521,59.465103
2522,59.440266
2523,59.4572
2524,59.47412
2525,59.49103
2526,59.466217
2527,59.483116
2528,59.500004
2529,59.516865
2530,59.533722
2531,59.55056
2532,59.525787
2533,59.54262
2534,59.559433
2535,59.576237
2536,59.59302
2537,59.609795
2538,59.626556
2539,59.643303
2540,59.618576
2541,59.63531
2542,59.65203
2543,59.66874
2544,59.64404
2545,59.66074
2546,59.67742
2547,59.652752
2548,59.669422
2549,59.68608
2550,59.702724
2551,59.678085
2552,59.653465
2553,59.62887
2554,59.645508
2555,59.62093
2556,59.59638
2557,59.613007
2558,59.62963
2559,59.646236
2560,59.66283
2561,59.63831
2562,59.654892
2563,59.630386
2564,59.646965
2565,59.66352
2566,59.68007
2567,59.696598
2568,59.67213
2569,59.647686
2570,59.664207
2571,59.680717
2572,59.656303
2573,59.672802
2574,59.68929
2575,59.664894
2576,59.681374
2577,59.657
2578,59.632652
2579,59.608322
2580,59.624798
2581,59.624798
2582,59.641254
2583,59.6577
2584,59.674133
2585,59.69055
2586,59.706963
2587,59.682667
2588,59.699066
2589,59.71545
2590,59.691185
2591,59.707554
2592,59.707554
2593,59.723915
2594,59.740257
2595,59.756596
2596,59.73236
2597,59.748684
2598,59.724472
2599,59.740788
2600,59.757084
2601,59.732903
2602,59.70874
2603,59.684593
2604,59.70089
2605,59.71717
2606,59.69305
2607,59.668953
2608,59.68523
2609,59.701492
2610,59.701492
2611,59.717743
2612,59.733982
2613,59.733982
2614,59.70991
2615,59.685863
2616,59.70209
2617,59.71831
2618,59.734512
2619,59.710495
2620,59.686493
2621,59.702694
2622,59.718876
2623,59.735046
2624,59.711075
2625,59.687126
2626,59.70329
2627,59.67936
2628,59.69551
2629,59.711655
2630,59.727783
2631,59.70388
2632,59.719997
2633,59.736103
2634,59.71223
2635,59.728325
2636,59.74441
2637,59.760483
2638,59.77654
2639,59.75269
2640,59.728867
2641,59.74492
2642,59.72112
2643,59.73716
2644,59.753185
2645,59.769203
2646,59.745426
2647,59.76143
2648,59.777428
2649,59.793407
2650,59.76966
2651,59.78563
2652,59.801586
2653,59.777866
2654,59.75416
2655,59.730484
2656,59.746433
2657,59.762375
2658,59.7783
2659,59.794224
2660,59.770573
2661,59.746933
2662,59.762848
2663,59.73923
2664,59.71564
2665,59.692066
2666,59.70797
2667,59.723866
2668,59.739746
2669,59.75562
2670,59.771473
2671,59.787315
2672,59.803154
2673,59.779613
2674,59.79544
2675,59.771927
2676,59.74843
2677,59.764244
2678,59.78005
2679,59.795837
2680,59.811615
2681,59.82738
2682,59.80392
2683,59.78048
2684,59.796238
2685,59.77281
2686,59.749413
2687,59.72603
2688,59.70266
2689,59.71842
2690,59.695076
2691,59.710823
2692,59.72656
2693,59.703243
2694,59.67994
2695,59.695667
2696,59.672386
2697,59.68811
2698,59.664845
2699,59.680565
2700,59.696262
2701,59.711952
2702,59.727627
2703,59.74329
2704,59.75894
2705,59.735714
2706,59.735714
2707,59.75136
2708,59.76699
2709,59.782608
2710,59.759407
2711,59.775017
2712,59.751846
2713,59.767445
2714,59.783028
2715,59.798603
2716,59.814167
2717,59.791023
2718,59.80658
2719,59.783447
2720,59.798996
2721,59.798996
2722,59.81453
2723,59.83005
2724,59.80695
2725,59.78387
2726,59.799385
2727,59.776318
2728,59.79183
2729,59.768784
2730,59.784283
2731,59.799767
2732,59.81524
2733,59.8307
2734,59.84615
2735,59.861595
2736,59.87702
2737,59.85401
2738,59.831028
2739,59.84645
2740,59.823483
2741,59.838898
2742,59.81595
2743,59.831352
2744,59.84674
2745,59.823822
2746,59.80092
2747,59.8163
2748,59.831673
2749,59.808796
2750,59.824158
2751,59.8013
2752,59.778458
2753,59.79381
2754,59.79381
2755,59.77099
2756,59.786343
2757,59.76354
2758,59.77888
2759,59.794205
2760,59.809525
2761,59.82483
2762,59.84012
2763,59.8554
2764,59.832638
2765,59.847908
2766,59.863167
2767,59.840424
2768,59.817696
2769,59.832954
2770,59.810246
2771,59.825493
2772,59.802807
2773,59.818043
2774,59.83327
2775,59.848488
2776,59.863686
2777,59.87888
2778,59.856224
2779,59.871407
2780,59.848774
2781,59.86394
2782,59.841328
2783,59.8565
2784,59.8339
2785,59.811317
2786,59.82648
2787,59.80392
2788,59.819073
2789,59.796535
2790,59.811676
2791,59.82681
2792,59.80429
2793,59.819412
2794,59.834522
2795,59.812027
2796,59.82713
2797,59.842224
2798,59.857304
2799,59.87237
2800,59.88743
2801,59.902477
2802,59.880013
2803,59.89505
2804,59.910076
2805,59.92509
2806,59.902657
2807,59.917664
2808,59.932663
2809,59.910248
2810,59.88785
2811,59.90284
2812,59.91782
2813,59.932785
2814,59.910416
2815,59.888058
2816,59.86572
2817,59.880684
2818,59.858368
2819,59.873325
2820,59.888268
2821,59.86597
2822,59.880905
2823,59.85863
2824,59.873558
2825,59.8513
2826,59.86622
2827,59.881126
2828,59.896027
2829,59.91091
2830,59.92579
2831,59.940655
2832,59.95551
2833,59.93328
2834,59.948128
2835,59.925926
2836,59.90374
2837,59.88157
2838,59.859413
2839,59.87426
2840,59.852123
2841,59.83001
2842,59.844845
2843,59.859676
2844,59.837578
2845,59.852398
2846,59.86721
2847,59.882004
2848,59.89679
2849,59.911568
2850,59.8895
2851,59.867455
2852,59.882225
2853,59.89698
2854,59.87495
2855,59.85294
2856,59.830944
2857,59.808964
2858,59.823723
2859,59.80176
2860,59.779816
2861,59.79457
2862,59.772648
2863,59.78739
2864,59.802128
2865,59.780224
2866,59.75833
2867,59.773056
2868,59.75119
2869,59.76591
2870,59.74406
2871,59.72222
2872,59.73694
2873,59.75164
2874,59.766342
2875,59.744526
2876,59.72273
2877,59.73742
2878,59.752094
2879,59.73032
2880,59.74499
2881,59.75965
2882,59.774296
2883,59.75255
2884,59.767185
2885,59.78182
2886,59.79644
2887,59.774708
2888,59.752995
2889,59.7313
2890,59.70962
2891,59.724236
2892,59.738846
2893,59.75344
2894,59.768032
2895,59.74638
2896,59.724735
2897,59.70311
2898,59.717697
2899,59.73227
2900,59.746838
2901,59.761387
2902,59.73979
2903,59.754337
2904,59.732754
2905,59.711193
2906,59.72573
2907,59.740257
2908,59.754776
2909,59.769283
2910,59.74775
2911,59.726227
2912,59.740726
2913,59.75522
2914,59.73372
2915,59.748203
2916,59.726715
2917,59.705246
2918,59.683792
2919,59.662354
2920,59.64093
2921,59.61953
2922,59.634018
2923,59.612625
2924,59.627106
2925,59.627106
2926,59.605736
2927,59.58438
2928,59.563034
2929,59.577515
2930,59.591984
2931,59.606438
2932,59.620888
2933,59.59957
2934,59.57827
2935,59.592712
2936,59.607143
2937,59.585865
2938,59.564598
2939,59.57902
2940,59.593437
2941,59.607845
2942,59.5866
2943,59.600998
2944,59.615387
2945,59.594162
2946,59.572952
2947,59.551765
2948,59.566147
2949,59.580517
2950,59.559345
2951,59.538185
2952,59.517044
2953,59.531414
2954,59.54578
2955,59.54578
2956,59.54578
2957,59.524654
2958,59.53901
2959,59.55335
2960,59.567684
2961,59.58201
2962,59.560905
2963,59.539825
2964,59.554142
2965,59.568447
2966,59.547382
2967,59.561684
2968,59.57597
2969,59.554928
2970,59.554928
2971,59.5339
2972,59.54818
2973,59.54818
2974,59.527172
2975,59.541447
2976,59.520454
2977,59.499474
2978,59.51374
2979,59.528004
2980,59.507042
2981,59.507042
2982,59.486095
2983,59.500355
2984,59.5146
2985,59.528835
2986,59.507908
2987,59.486996
2988,59.501232
2989,59.501232
2990,59.515453
2991,59.529663
2992,59.50877
2993,59.522976
2994,59.5021
2995,59.5163
2996,59.49544
2997,59.509636
2998,59.523808
2999,59.502975
3000,59.48216
3001,59.46135
3002,59.475525
3003,59.489693
3004,59.50384
3005,59.48306
3006,59.497208
3007,59.47644
3008,59.490578
3009,59.50471
3010,59.483963
3011,59.498085
3012,59.477352
3013,59.491467
3014,59.50557
3015,59.484856
3016,59.498955
3017,59.513046
3018,59.492348
3019,59.471672
3020,59.451008
3021,59.46509
3022,59.444447
3023,59.444447
3024,59.458523
3025,59.47259
3026,59.45196
3027,59.45196
3028,59.45196
3029,59.431343
3030,59.410744
3031,59.390156
3032,59.369587
3033,59.34903
3034,59.328484
3035,59.328484
3036,59.342564
3037,59.356625
3038,59.370678
3039,59.35016
3040,59.3642
3041,59.343697
3042,59.323204
3043,59.337246
3044,59.351276
3045,59.351276
3046,59.330803
3047,59.330803
3048,59.34483
3049,59.32437
3050,59.338387
3051,59.317947
3052,59.331955
3053,59.31153
3054,59.31153
3055,59.325535
3056,59.339523
3057,59.353508
3058,59.333103
3059,59.34708
3060,59.32669
3061,59.306316
3062,59.32029
3063,59.299934
3064,59.313892
3065,59.29355
3066,59.273224
3067,59.25291
3068,59.266872
3069,59.280823
3070,59.29476
3071,59.27447
3072,59.254192
3073,59.268124
3074,59.28205
3075,59.295963
3076,59.309875
3077,59.289616
3078,59.269375
3079,59.249146
3080,59.22893
3081,59.208733
3082,59.188545
3083,59.16837
3084,59.18228
3085,59.196186
3086,59.21008
3087,59.22396
3088,59.23784
3089,59.2517
3090,59.265553
3091,59.245415
3092,59.25926
3093,59.2731
3094,59.25297
3095,59.2668
3096,59.28062
3097,59.260517
3098,59.240417
3099,59.254234
3100,59.23416
3101,59.214092
3102,59.2279
3103,59.2279
3104,59.207855
3105,59.22166
3106,59.201622
3107,59.21542
3108,59.195404
3109,59.175396
3110,59.155403
3111,59.169197
3112,59.149223
3113,59.16301
3114,59.176792
3115,59.19056
3116,59.204315
3117,59.218067
3118,59.231804
3119,59.245537
3120,59.22559
3121,59.239315
3122,59.253033
3123,59.266735
3124,59.28043
3125,59.294117
3126,59.307796
3127,59.287876
3128,59.301544
3129,59.315205
3130,59.295303
3131,59.275414
3132,59.289066
3133,59.269188
3134,59.24933
3135,59.22948
3136,59.22948
3137,59.243137
3138,59.25678
3139,59.270416
3140,59.250587
3141,59.23077
3142,59.2444
3143,59.224598
3144,59.238224
3145,59.25184
3146,59.26544
3147,59.279037
3148,59.25926
3149,59.239494
3150,59.253086
3151,59.26667
3152,59.246914
3153,59.260494
3154,59.27406
3155,59.25433
3156,59.234608
3157,59.248173
3158,59.22847
3159,59.242023
3160,59.255566
3161,59.2691
3162,59.28263
3163,59.29615
3164,59.276466
3165,59.289978
3166,59.270317
3167,59.250664
3168,59.26417
3169,59.26417
3170,59.24453
3171,59.258034
3172,59.27152
3173,59.285004
3174,59.29848
3175,59.311943
3176,59.325397
3177,59.338844
3178,59.35228
3179,59.332676
3180,59.313076
3181,59.293495
3182,59.27393
3183,59.27393
3184,59.25437
3185,59.267815
3186,59.267815
3187,59.281242
3188,59.29466
3189,59.30807
3190,59.321476
3191,59.30194
3192,59.315342
3193,59.328728
3194,59.309208
3195,59.32259
3196,59.303093
3197,59.316463
3198,59.32983
3199,59.34318
3200,59.356533
3201,59.337055
3202,59.350395
3203,59.363728
3204,59.377052
3205,59.390366
3206,59.40367
3207,59.384216
3208,59.364765
3209,59.345333
3210,59.35864
3211,59.33922
3212,59.352516
3213,59.365803
3214,59.37908
3215,59.392357
3216,59.372963
3217,59.386223
3218,59.36684
3219,59.34747
3220,59.328114
3221,59.341377
3222,59.322037
3223,59.302704
3224,59.283386
3225,59.296642
3226,59.277344
3227,59.290592
3228,59.271305
3229,59.28455
3230,59.26528
3231,59.27852
3232,59.25926
3233,59.240013
3234,59.253246
3235,59.234016
3236,59.247242
3237,59.260456
3238,59.273674
3239,59.254456
3240,59.26766
3241,59.24846
3242,59.22927
3243,59.242474
3244,59.255665
3245,59.268845
3246,59.268845
3247,59.249676
3248,59.262856
3249,59.2437
3250,59.224556
3251,59.205425
3252,59.218597
3253,59.231766
3254,59.21265
3255,59.225803
3256,59.238953
3257,59.252094
3258,59.265224
3259,59.246136
3260,59.25926
3261,59.272377
3262,59.2533
3263,59.266407
3264,59.247345
3265,59.228294
3266,59.20926
3267,59.222366
3268,59.20334
3269,59.18433
3270,59.16533
3271,59.14634
3272,59.127365
3273,59.140472
3274,59.153576
3275,59.134613
3276,59.115665
3277,59.12876
3278,59.109833
3279,59.12292
3280,59.104
3281,59.085094
3282,59.09818
3283,59.079285
3284,59.060402
3285,59.073483
3286,59.086555
3287,59.099613
3288,59.080757
3289,59.09381
3290,59.106857
3291,59.1199
3292,59.10105
3293,59.082214
3294,59.0634
3295,59.044586
3296,59.057625
3297,59.070652
3298,59.083675
3299,59.064884
3300,59.04611
3301,59.059124
3302,59.072132
3303,59.08513
3304,59.066372
3305,59.047623
3306,59.060616
3307,59.060616
3308,59.073605
3309,59.05487
3310,59.067852
3311,59.04913
3312,59.062107
3313,59.07507
3314,59.088028
3315,59.069324
3316,59.082275
3317,59.095222
3318,59.076534
3319,59.08947
3320,59.102406
3321,59.08373
3322,59.096653
3323,59.10957
3324,59.090908
3325,59.103817
3326,59.116722
3327,59.098076
3328,59.079445
3329,59.060825
3330,59.073723
3331,59.05512
3332,59.068012
3333,59.080894
3334,59.09377
3335,59.075184
3336,59.056602
3337,59.069473
3338,59.082336
3339,59.095192
3340,59.07663
3341,59.08948
3342,59.070934
3343,59.08378
3344,59.09661
3345,59.109436
3346,59.122257
3347,59.135067
3348,59.116543
3349,59.09803
3350,59.110832
3351,59.110832
3352,59.09233
3353,59.09233
3354,59.105133
3355,59.086643
3356,59.06817
3357,59.0497
3358,59.03125
3359,59.012806
3360,59.025608
3361,59.00718
3362,59.019978
3363,59.00156
3364,59.01435
3365,59.02713
3366,59.0399
3367,59.021503
3368,59.03427
3369,59.047024
3370,59.028645
3371,59.041393
3372,59.041393
3373,59.05414
3374,59.066875
3375,59.079597
3376,59.061234
3377,59.07396
3378,59.086674
3379,59.06832
3380,59.08103
3381,59.09373
3382,59.106422
3383,59.08809
3384,59.069763
3385,59.051453
3386,59.033157
3387,59.033157
3388,59.01487
3389,59.027565
3390,59.04025
3391,59.052925
3392,59.034653
3393,59.034653
3394,59.016396
3395,58.998142
3396,58.979904
3397,58.992584
3398,59.005253
3399,59.017914
3400,59.030563
3401,59.01235
3402,59.01235
3403,59.02499
3404,59.037632
3405,59.050262
3406,59.03206
3407,59.04468
3408,59.026493
3409,59.039116
3410,59.020935
3411,59.03355
3412,59.046154
3413,59.05875
3414,59.07134
3415,59.08392
3416,59.096497
3417,59.109062
3418,59.12162
3419,59.10347
3420,59.116024
3421,59.128563
3422,59.110428
3423,59.122967
3424,59.122967
3425,59.104843
3426,59.11738
3427,59.129898
3428,59.111794
3429,59.12431
3430,59.136818
3431,59.149326
3432,59.131233
3433,59.143726
3434,59.12565
3435,59.13814
3436,59.12007
3437,59.132557
3438,59.114502
3439,59.096462
3440,59.108944
3441,59.121418
3442,59.13388
3443,59.115852
3444,59.128315
3445,59.140766
3446,59.15321
3447,59.16565
3448,59.178085
3449,59.190506
3450,59.202923
3451,59.184914
3452,59.197323
3453,59.20973
3454,59.22212
3455,59.234505
3456,59.246887
3457,59.25926
3458,59.27162
3459,59.27162
3460,59.283978
3461,59.266003
3462,59.27835
3463,59.290695
3464,59.272724
3465,59.254772
3466,59.236824
3467,59.24917
3468,59.2615
3469,59.273827
3470,59.255898
3471,59.26822
3472,59.2503
3473,59.2503
3474,59.232395
3475,59.24471
3476,59.226818
3477,59.208935
3478,59.22125
3479,59.23355
3480,59.245853
3481,59.227985
3482,59.227985
3483,59.240276
3484,59.25256
3485,59.26484
3486,59.246986
3487,59.25926
3488,59.25926
3489,59.24142
3490,59.253685
3491,59.23586
3492,59.218044
3493,59.230305
3494,59.212505
3495,59.194714
3496,59.17693
3497,59.15916
3498,59.17142
3499,59.183674
3500,59.16592
3501,59.14817
3502,59.130436
3503,59.11271
3504,59.124966
3505,59.137207
3506,59.149445
3507,59.161674
3508,59.143967
3509,59.156193
3510,59.156193
3511,59.16841
3512,59.180622
3513,59.162933
3514,59.14525
3515,59.127575
3516,59.139782
3517,59.151985
3518,59.164177
3519,59.146523
3520,59.12888
3521,59.14107
3522,59.123432
3523,59.135616
3524,59.147793
3525,59.130173
3526,59.142345
3527,59.124737
3528,59.107143
3529,59.089558
3530,59.101723
3531,59.113884
3532,59.126045
3533,59.138184
3534,59.12062
3535,59.103058
3536,59.08551
3537,59.06797
3538,59.080116
3539,59.09226
3540,59.10439
3541,59.086864
3542,59.098995
3543,59.081482
3544,59.063984
3545,59.04649
3546,59.058613
3547,59.041138
3548,59.023666
3549,59.03579
3550,59.03579
3551,59.018333
3552,59.030445
3553,59.042557
3554,59.054653
3555,59.066742
3556,59.07883
3557,59.090908
3558,59.07347
3559,59.08555
3560,59.06812
3561,59.08019
3562,59.092247
3563,59.074837
3564,59.086895
3565,59.086895
3566,59.086895
3567,59.069496
3568,59.081543
3569,59.093582
3570,59.105618
3571,59.117645
3572,59.12967
3573,59.141685
3574,59.124302
3575,59.106934
3576,59.089573
3577,59.10159
3578,59.084236
3579,59.09625
3580,59.108246
3581,59.12023
3582,59.102905
3583,59.11489
3584,59.126865
3585,59.13884
3586,59.121525
3587,59.133488
3588,59.133488
3589,59.14545
3590,59.128147
3591,59.11085
3592,59.122807
3593,59.134758
3594,59.146698
3595,59.158634
3596,59.170563
3597,59.153282
3598,59.16521
3599,59.177124
3600,59.189034
3601,59.171772
3602,59.183674
3603,59.166424
3604,59.17832
3605,59.190212
3606,59.2021
3607,59.213974
3608,59.225845
3609,59.237705
3610,59.220474
3611,59.232338
3612,59.244186
3613,59.256027
3614,59.238815
3615,59.250652
3616,59.262486
3617,59.24528
3618,59.257107
3619,59.239918
3620,59.25174
3621,59.263557
3622,59.24638
3623,59.258186
3624,59.26999
3625,59.281784
3626,59.293575
3627,59.30535
3628,59.288193
3629,59.29997
